text,label,author_id,timestamp
entrega chegou antes do prazo só que não 😒 #trabalho,1,u0269,2025-03-24 22:31:00
"Adoro quando servidor reiniciou sozinho, sucesso.",1,u0149,2025-01-25 12:42:00
transparência nível máximo sqn 👏 #promoção,1,u0588,2024-08-23 18:14:00
o ônibus chegou no horário. Achei bem interessante.,0,u0329,2025-03-04 07:55:00
"Ai, "" pneu furado bem na chuva "" sensacional, claro 😅",1,u0064,2024-10-12 11:41:00
começando no Python. Boa semana a todos.,0,u0478,2025-06-21 10:44:00
acordei e o café derramou no teclado. o que poderia dar errado? 🔥,1,u0361,2024-11-16 18:27:00
indo trabalhar agora. Boa semana a todos.,0,u0378,2024-04-07 05:08:00
partiu academia,0,u0057,2025-03-10 02:27:00
café passado na hora #bbb,0,u0058,2024-11-06 19:34:00
Adoro quando garantia funciona perfeitamente.,1,u0507,2024-01-10 03:04:00
"Ai, "" preço baixou muito esse mês "" sensacional, claro 🙄 #tecnologia",1,u0219,2024-11-19 03:47:00
"Ai, "" entrega chegou antes do prazo "" que alegria… 🙄 🤡",1,u0182,2025-04-15 17:07:00
partiu academia,0,u0353,2024-12-04 05:46:00
"""juiz é imparcialíssimo"" #aham 😂",1,u0557,2024-08-30 05:26:00
alguém indica um livro de IA?,0,u0155,2024-07-24 04:15:00
promoção legal na loja do bairro,0,u0487,2024-05-11 03:25:00
trânsito fluindo que é uma beleza só que não 😂,1,u0232,2025-01-15 17:59:00
"""o debate elevou o nível, né"" #sóquenão 😅",1,u0404,2024-10-06 14:57:00
assistindo a série nova. Achei bem interessante.,0,u0184,2025-04-29 07:54:00
fila do mercado voando só que não 👏 #tecnologia,1,u0105,2024-08-16 00:42:00
time adversário nunca cai no chão só que não 😏,1,u0031,2025-06-27 00:38:00
alguém indica um livro de IA?. Boa semana a todos.,0,u0140,2024-09-30 10:19:00
"jogo às 21h, vamos! 🙂",0,u0304,2024-05-01 14:19:00
"Ai, "" fila do banco às 17h, que sorte "" show de bola!! 😂 #bbb",1,u0030,2024-09-25 05:47:00
café passado na hora,0,u0199,2024-03-11 15:02:00
Adoro quando acordei e o café derramou no teclado.,1,u0333,2025-07-18 23:55:00
"pneu furado bem na chuva, economizei uns trilhões!! 👏 #promoção",1,u0400,2025-01-21 14:59:00
café passado na hora ⚽,0,u0421,2024-01-04 00:19:00
fila do mercado voando aham tá ✨,1,u0189,2024-07-03 05:11:00
o ônibus chegou no horário #estudos,0,u0425,2024-12-10 16:53:00
alguém indica um livro de IA?,0,u0043,2024-01-27 23:11:00
começando no Python,0,u0291,2025-06-20 11:04:00
"servidor reiniciou sozinho, sucesso aham tá 🙄 #streaming",1,u0518,2024-07-17 11:43:00
motorista dando seta sempre aham tá 🤡,1,u0365,2024-09-14 01:05:00
o ônibus chegou no horário. Boa semana a todos.,0,u0186,2025-09-03 17:01:00
"""que gestão exemplar da cidade"" #sóquenão 😒 #chuva",1,u0076,2024-09-25 18:24:00
"Ai, "" time adversário nunca cai no chão "" tá ótimo 😒 #brasil",1,u0273,2025-04-06 03:51:00
"Ai, "" garantia funciona perfeitamente "" sensacional, claro 🤡 #feriado",1,u0447,2024-10-08 00:36:00
alguém indica um livro de IA? 👍,0,u0332,2024-02-21 09:24:00
começando no Python. Boa semana a todos.,0,u0075,2025-05-03 20:12:00
Adoro quando motorista dando seta sempre.,1,u0413,2024-07-21 13:07:00
"""vizinho tocando funk 3am, amo"" #ironia 👏",1,u0524,2024-10-27 11:23:00
"Ai, "" juiz é imparcialíssimo "" nota 1000!! ✨",1,u0313,2024-07-22 02:37:00
alguém indica um livro de IA?. Boa semana a todos.,0,u0181,2024-05-05 08:28:00
Adoro quando transmissão sem travar.,1,u0491,2025-07-03 10:01:00
"Ai, "" fila do banco às 17h, que sorte "" nota 1000!! 🤡",1,u0592,2024-07-15 13:42:00
"Ai, "" o debate elevou o nível, né "" tá ótimo 🔥",1,u0547,2024-07-07 01:16:00
suco de laranja perfeito. Boa semana a todos.,0,u0173,2024-12-13 05:31:00
café passado na hora. Boa semana a todos.,0,u0519,2024-02-26 14:08:00
foco no TCC. Achei bem interessante.,0,u0349,2025-03-10 17:24:00
assistindo a série nova 🌞,0,u0223,2025-09-11 10:53:00
começando no Python. Achei bem interessante.,0,u0295,2025-05-09 21:31:00
"ônibus passando no horário, atendimento nível NASA!! 😏 #brasil",1,u0383,2024-05-14 00:22:00
café passado na hora. Boa semana a todos.,0,u0399,2024-09-03 06:37:00
"time adversário nunca cai no chão. isso que é eficiência, certo? 👏",1,u0016,2025-07-07 13:37:00
arrumei meu PC hoje. Achei bem interessante.,0,u0294,2025-05-22 01:22:00
suco de laranja perfeito ☕,0,u0312,2025-08-14 23:20:00
time adversário nunca cai no chão só que não ✨ #promoção,1,u0079,2024-08-12 21:20:00
"""motorista dando seta sempre"" #sqn 😅 #streaming",1,u0011,2025-01-08 05:23:00
